"","Avg Trade Perf.","Win %","Avg Win","Loss %","Avg Loss","Std. Dev","Num. of Trades"
"1",0,0,NA,1,0,0,2483
"2",-9.35267649956904e-05,0.502820306204674,0.00727189807828708,0.497179693795326,-0.00754251396468523,0.0113587106682866,2483
"3",-0.000154687210377879,0.499798468359532,0.00904360712562964,0.500201531640468,-0.00934556954450304,0.0138854446442504,2483
"4",-0.00012752342296532,0.501612903225806,0.0101340597084359,0.498387096774194,-0.010455524568162,0.0156428155809281,2483
"5",-0.000197729540968082,0.501815248083905,0.0109101203353692,0.498184751916095,-0.0113865273111411,0.0167099652252884,2483
"6",-0.000177431721168065,0.502421307506053,0.0117678601496365,0.497578692493947,-0.012238979473927,0.0175305016070884,2483
"7",-0.00018046882240507,0.507064997981429,0.0123860949997108,0.492935002018571,-0.0131072535567028,0.0186014964889083,2483
"8",-0.000156643911671851,0.504442649434572,0.0130362073160161,0.495557350565428,-0.0135860417791391,0.0195464155843341,2483
"9",-0.000179427661727575,0.491313131313131,0.0139464196247991,0.508686868686869,-0.0138228194809623,0.0202130848866567,2483
"10",-0.000151667740852209,0.504042037186742,0.0140605348217595,0.495957962813258,-0.0145955280469457,0.0207913057589919,2483
"11",-0.000353397743965283,0.514355034371209,0.014155152697935,0.485644965628791,-0.0157196559971686,0.0216894785997713,2483
"12",-0.000270559024551422,0.502022653721683,0.0150476911997112,0.497977346278317,-0.0157132466998641,0.0222193663233999,2483
"13",-0.00046955017282135,0.502225819506273,0.0152368967837608,0.497774180493727,-0.0163164612891778,0.0228381458106187,2483
"14",-0.000365019978202893,0.505668016194332,0.0152578971869673,0.494331983805668,-0.0163462022380698,0.0228370059314717,2483
"15",-0.000466376210127606,0.493722154718509,0.0156308885818567,0.50627784528149,-0.0161644288352707,0.0230261288949731,2483
"16",-0.000534976577809524,0.492706645056726,0.0158444384470835,0.507293354943274,-0.0164434180077376,0.023675655323819,2483
"17",-0.000539354535634643,0.494933117146332,0.0162436381577771,0.505066882853668,-0.0169856098154547,0.0243365729658627,2483
"18",-0.000565641475221368,0.497566909975669,0.0162617502307119,0.502433090024331,-0.0172300560217751,0.0244422625207612,2483
"19",-0.000565535582630292,0.488438133874239,0.0169360022056886,0.511561866125761,-0.0172759650014534,0.0250133639208401,2483
"20",-0.000440094071885443,0.497564935064935,0.0170812585892344,0.502435064935065,-0.0177916113275663,0.0254259368467887,2483
"21",-0.000476437337775914,0.495736906211937,0.0173020614727895,0.504263093788063,-0.0179543335114477,0.0257610378314456,2483
"22",-0.000560777680437031,0.491876523151909,0.0177103999602633,0.508123476848091,-0.018247745004888,0.0264785268455351,2483
"23",-0.000476969556729305,0.489232019504267,0.0180345094258442,0.510767980495733,-0.0182079327190352,0.0264915089965907,2483
"24",-0.000520664422580157,0.488211382113821,0.018275825233359,0.511788617886179,-0.0184512316003268,0.0268025061547953,2483
"25",-0.000519933940300207,0.493696624644164,0.0184209128345807,0.506303375355836,-0.0189891612372524,0.0272823460359692,2483
"26",-0.000753310604892226,0.484540276647681,0.0185986417381609,0.515459723352319,-0.0189444512841158,0.0274307313390289,2483
"27",-0.000620371586961835,0.486772486772487,0.0187016274912871,0.513227513227513,-0.0189463913312804,0.0274201434227172,2483
"28",-0.000666256153343725,0.486970684039088,0.0187958546525188,0.513029315960912,-0.0191398152992259,0.0275524609950772,2483
"29",-0.000697918285197662,0.486761710794297,0.018889987773688,0.513238289205703,-0.0192753371267599,0.0275549880934067,2483
"30",-0.000751354983762651,0.496332518337408,0.0185204054426719,0.503667481662592,-0.0197424587049579,0.0281516870023852,2483
"31",-0.000713469803554032,0.494496534855279,0.0189744950261431,0.505503465144721,-0.0199727450764755,0.0281739986013861,2483
"32",-0.00069037719955742,0.493882544861338,0.0191727141818798,0.506117455138662,-0.0200732971535626,0.0282795937936384,2483
"33",-0.000776633735491582,0.496124031007752,0.0191376885896349,0.503875968992248,-0.0203845818710008,0.0283555078076703,2483
"34",-0.000898470484832306,0.489387755102041,0.0194113270651986,0.510612244897959,-0.0203640558265486,0.0285219765329672,2483
"35",-0.000938437816716617,0.490404246631278,0.0194508067866176,0.509595753368722,-0.0205598182402778,0.0287697446178619,2483
"36",-0.000935004875656842,0.489787581699346,0.019692382647031,0.510212418300654,-0.0207366362925525,0.0289848402443691,2483
"37",-0.000720337470713693,0.489579076420106,0.0200947408226252,0.510420923579894,-0.0206854806215704,0.0292483385339701,2483
"38",-0.000776724282148705,0.493458708094849,0.0199948124465704,0.506541291905151,-0.0210117887144037,0.0294013849305467,2483
"39",-0.000707103370620961,0.494069529652352,0.0201974411931443,0.505930470347648,-0.0211215656446941,0.0295205257644687,2483
"40",-0.000746192957895785,0.4930441898527,0.0204918774313808,0.5069558101473,-0.0214014591556991,0.0298381243804748,2483
"41",-0.000799112365251392,0.488743348342202,0.0205525292517929,0.511256651657798,-0.0212105295716172,0.0298265971156663,2483
"42",-0.00080065514064268,0.492219492219492,0.0206011397411948,0.507780507780508,-0.0215465885664239,0.0300388963487346,2483
"43",-0.000890957595632966,0.496927488734125,0.0204705875899461,0.503072511265875,-0.0219915718546781,0.0301635640169841,2483
"44",-0.00107463628123281,0.494672131147541,0.0204810046813035,0.505327868852459,-0.0221757381804877,0.0302799589642277,2483
"45",-0.00118755363257357,0.486264862648627,0.0209324867000417,0.513735137351373,-0.0221247985124472,0.0306453544523593,2483
"46",-0.00114357396552279,0.492616899097621,0.0208283845811323,0.507383100902379,-0.0224760899028977,0.0310063875116241,2483
