"beta_0","beta_1","beta_2","lambda"
"226",7.54677200535718,-1.45571802650373,-8.54617407254882,0.0560367326039086
"227",7.9183028032277,-2.09264875652139,-9.10160239125252,0.0551693666668495
"228",7.87627418099464,-1.85478668263539,-9.27000883559528,0.0597645076047369
"229",8.71387735721014,-4.15770790717533,-6.60438340941585,0.0377516979196615
"230",8.17885407438176,-2.8372315840691,-7.03733883067351,0.0551693666668495
"231",9.11838644368997,-2.91794038802323,-9.42488869356288,0.0505136524593649
"232",8.6349400743187,-0.265393744017073,-11.4402720270729,0.0747002617866043
"233",8.74448346186366,-2.35822085623977,-7.88923798761875,0.062922845405871
"234",9.0353980430854,-4.05926875401146,-5.30007906725022,0.0505136524593649
"235",9.15744868408164,-3.909659685114,-6.43822900841032,0.0512476409087701
"236",11.9700648417393,-7.81875037807113,-2.41895029633443,0.0149353418640891
"237",10.1682859022793,-5.42874768151825,-2.80803170618104,0.0269502651269437
"238",9.12770772329589,-3.01420580750157,-6.74671457821747,0.0551693666668495
"239",10.1845120082388,-4.81639178260706,-6.48215037458999,0.0320052639742549
"240",13.5666460123765,-8.29202919494602,-6.34149388024359,0.0149353418640891
"241",14.2636204328969,-8.56310631750998,-7.12864438486193,0.0149353418640891
"242",13.7314468643292,-7.79467019883254,-5.4745885967925,0.0149353418640891
"243",9.77737498553246,-3.73452378226938,-3.17639228514019,0.0398523409893996
"244",11.6273872501567,-5.6817016799049,-1.74313262586538,0.0149353418640891
"245",12.6224230456118,-6.17590893633256,-3.543563055635,0.0149353418640891
"246",9.90524190100351,-3.54403332380948,0.00481277975868463,0.0239250422906245
"247",13.805080021158,-7.0825698977986,-5.87058347659549,0.0149353418640891
"248",13.2583825189455,-6.15146646052821,-3.95531951712617,0.0149353418640891
"249",12.7288846718925,-5.57190050666323,-2.48034181295661,0.0149353418640891
"250",9.92943379838898,-2.94010345562244,-0.00850782167813455,0.0309281829508338
"251",10.8740499763523,-3.67194771924829,0.00139315118707862,0.0166955125885371
"252",9.24063315825742,-3.20408336329158,2.69293719231927,0.0478041728792922
"253",9.85632497843432,-3.23098637787892,0.00344053622070574,0.0338263601123762
"254",9.62752347017559,-3.99931221885678,0.0129284791759344,0.0664077713632708
"255",9.86939460961383,-3.06986984969279,0.00828794025761142,0.033195917782063
"256",6.25791649574305,0.241608042755435,7.79796816667686,0.0149353418640891
"257",8.73025095453913,-2.49765788407593,2.8405067620428,0.0149353418640891
"258",8.74218167021427,-2.58771900534837,2.87312119838934,0.0149353418640891
"259",5.76133136381141,-0.185118438268651,7.20987495593038,0.0149353418640891
"260",8.15641264198595,-0.264255891597665,-4.91650188710147,0.0747002617866043
"261",8.18076980242498,1.33415684718583,-7.76334219202729,0.0690037694533117
"262",7.35023754482266,0.632941993706201,-3.91603183709152,0.0747002617866043
"263",7.89215256643611,0.194258751991657,-7.20230221893332,0.048447913001258
"264",10.6228098778225,-3.94663926728431,-6.4813561687138,0.0190708653731119
"265",12.5291316241394,-5.57795333186724,-8.58005091452689,0.0149353418640891
"266",11.740447818878,-4.64115595522629,-7.48195510474271,0.0149353418640891
"267",11.7157611887745,-4.43683087925869,-6.86244846360881,0.0149353418640891
"268",12.4709556065043,-5.16083982740257,-7.25344619493044,0.0149353418640891
"269",12.2632216873846,-4.6801461019635,-5.69208274890437,0.0149353418640891
"270",13.2351279289018,-5.06703263324381,-7.14803594172591,0.0149353418640891
"271",13.5682521364259,-4.96645813816526,-7.54025677901331,0.0149353418640891
"272",13.2046193016036,-4.0169158312948,-7.46434722062015,0.0149353418640891
"273",13.8098562003801,-4.41693643145875,-8.95485786645598,0.0149353418640891
"274",13.8257247738196,-4.06490169354805,-8.68968001228614,0.0149353418640891
"275",15.8939053730591,-5.37351306358161,-12.5111985434664,0.0149353418640891
"276",10.3541039435373,-1.34728722246187,4.52800220140056,0.0747002617866043
"277",10.5343178642128,-2.18934075630739,4.67670980160776,0.0747002617866043
"278",10.6393180503452,-2.69950353138284,5.10960883763765,0.0747002617866043
"279",10.6712649089668,-2.73915018038781,5.37425702354375,0.0747002617866043
"280",10.5354077878341,-1.67666387984076,4.01393069230144,0.0747002617866043
"281",10.0590257566389,-1.81925509019472,4.76171341480213,0.0747002617866043
"282",15.7006548185787,-3.52382535272391,-12.3406001945529,0.0149353418640891
"283",16.4035166206743,-3.84860713719049,-14.0235783293542,0.0149353418640891
"284",17.4747866278092,-4.61989391890807,-16.1521567737312,0.0149353418640891
"285",18.433986132006,-5.12557435013433,-17.9350158977279,0.0149353418640891
"286",18.0619828385305,-4.87430465746155,-17.5151377062131,0.0149353418640891
"287",18.9959135774714,-5.74405376001847,-20.990805377115,0.0149353418640891
"288",19.9738516517858,-6.87763406481215,-22.7590399938458,0.0190708653731119
"289",19.990552312422,-7.58615986128138,-21.7371573781834,0.017665054873006
"290",19.9024789616113,-8.1646384709904,-19.9126631647604,0.0153856019567303
"291",19.9902099160287,-8.50312353910524,-21.0558311281595,0.016214503128302
"292",19.8993528363158,-9.01981907648986,-19.4020231584267,0.0149353418640891
"293",18.8543940306523,-8.26198255862428,-17.1827077247435,0.0149353418640891
"294",8.70828722686626,-8.36076615387305,13.4723744872519,0.0747002617866043
"295",16.6504691932548,-6.4890160516368,-13.3479330276516,0.0149353418640891
"296",8.22803336325761,-8.08839011085767,13.0228566047424,0.0747002617866043
"297",7.83899966438291,-11.465791153776,17.7667497243926,0.0747002617866043
"298",7.58648060322114,-13.3041845650001,20.7589111298354,0.0747002617866043
"299",7.26219421276697,-15.3660458590696,23.9531496659903,0.0747002617866043
"300",7.23079669401715,-14.2575424399531,22.4584202653571,0.0747002617866043
"301",7.48735831842136,-12.7698270627583,19.5497823428275,0.0747002617866043
"302",7.32736069117796,-13.5610103571742,20.7983078582741,0.0747002617866043
"303",6.98380605241027,-15.9082755789089,24.7202111675749,0.0747002617866043
"304",6.66116160910347,-18.387847059865,29.5038868779691,0.0747002617866043
"305",6.6765653454675,-18.7673618171122,29.9072840246728,0.0747002617866043
"306",6.71283865184089,-16.0140135215849,25.4000003226748,0.0747002617866043
"307",6.67498535140733,-15.844154751388,25.0998849003525,0.0747002617866043
"308",6.38692398545747,-17.6744974997886,28.047459258477,0.0747002617866043
"309",5.62343019118228,-34.2149470649936,50.5595235308484,0.0747002617866043
"310",6.99844458670461,-26.3441101139611,33.3290860116072,0.0747002617866043
"311",6.94492311223182,-27.2678780140916,35.3665923403172,0.0747002617866043
"312",7.27017147064061,-25.4219467993254,32.2530426560808,0.0747002617866043
"313",7.12590776406771,-26.9330414304734,35.4184323072472,0.0747002617866043
"314",7.00970518494859,-28.2545711400072,37.9306020084348,0.0747002617866043
"315",6.78758333739911,-30.129062664666,41.5777579596285,0.0747002617866043
"316",6.50934957448436,-32.6902095014037,46.5839497358672,0.0747002617866043
"317",6.56336053165578,-32.6635808612125,47.0034183041046,0.0747002617866043
"318",6.58365237899803,-33.4340870469796,48.6640537665637,0.0747002617866043
"319",6.51744068787159,-33.5713319419947,49.2406457707211,0.0747002617866043
"320",6.59535439664162,-33.3914772925895,49.2143132634209,0.0747002617866043
"321",6.75117958723825,-32.6132628358302,48.1575114338414,0.0747002617866043
"322",6.97812706733596,-31.7242387692158,47.3120940078293,0.0747002617866043
"323",7.15282297570191,-30.0970792078329,44.483333540846,0.0747002617866043
"324",7.40699803875095,-29.1958672817411,42.596099575257,0.0747002617866043
"325",7.44971279761717,-29.2670969296506,42.3107789065665,0.0747002617866043
"326",7.73442230877504,-27.3300536876129,40.1849060502875,0.0747002617866043
"327",8.14326583295707,-23.6635287685065,33.0460820478452,0.0747002617866043
"328",8.36094217237514,-22.4249144041141,30.6988235775425,0.0747002617866043
"329",7.93581058074108,-24.6704323320595,35.4894912419749,0.0747002617866043
"330",7.75751087055539,-29.3688157869555,42.2515639414991,0.0747002617866043
"331",8.01826458611969,-25.4219674633013,34.6110419186049,0.0747002617866043
"332",8.12267474291411,-22.6909697263505,28.8451681304524,0.0747002617866043
"333",8.18874496678115,-19.274672590197,23.1512805529774,0.0747002617866043
"334",8.60564059005801,-15.1120202478687,15.4846100456326,0.0747002617866043
"335",8.82109808438538,-12.2459804044793,11.8672227565258,0.0747002617866043
"336",8.82127397378567,-11.0093193465676,10.7777321384216,0.0747002617866043
"337",8.85873529057744,-10.6647785946826,10.2677800799241,0.0747002617866043
"338",8.87078453522831,-11.6695806352801,12.0230746850683,0.0747002617866043
"339",8.86948747211961,-11.9706001254892,12.3215512445744,0.0747002617866043
"340",8.79150494047199,-11.6085836519847,11.8569690033844,0.0747002617866043
"341",8.75034927778222,-11.268675391929,11.3436095201212,0.0747002617866043
"342",8.88953060095364,-11.0616602847348,10.7015917895556,0.0747002617866043
"343",8.83232923247499,-12.6088937741856,12.9706125371895,0.0747002617866043
"344",8.95844541030333,-13.2584037636254,14.3775369060201,0.0747002617866043
"345",9.09174078891102,-12.1361736835555,13.0963172556246,0.0747002617866043
"346",9.17749131830186,-12.3132215724074,13.2013847710298,0.0747002617866043
"347",9.35684435142988,-10.0726615814674,11.5009086536389,0.0747002617866043
"348",9.71302984425749,-10.180782612467,13.4387432494864,0.0747002617866043
"349",9.65793223729658,-9.76153815049985,14.2417901566163,0.0747002617866043
"350",10.2860991345893,-7.073704550688,9.82314419880848,0.0747002617866043
"351",10.5825100270352,-4.34241620803979,5.1561728035537,0.0747002617866043
"352",10.7225721479045,-2.76321909066919,2.05839863258482,0.0747002617866043
"353",10.6202531095364,-3.67257007218522,3.38100627769176,0.0747002617866043
"354",10.8547860501691,-0.357638344618494,-2.4945582454057,0.0747002617866043
"355",10.6528637496624,1.27464453198178,-4.65184781713886,0.0747002617866043
"356",10.8577898289735,8.39355689288109,-15.78478171379,0.0747002617866043
"357",10.7386048510978,8.51798679272949,-15.392226341674,0.0747002617866043
"358",10.7913538924695,10.0693097243507,-18.5702038548727,0.0747002617866043
"359",10.2265903737538,8.85096720444077,-16.7450771656678,0.0747002617866043
"360",9.92426186463183,8.84100645778,-15.1241884094919,0.0747002617866043
"361",9.66585951477092,7.95078131663313,-13.1376957700643,0.0747002617866043
"362",9.58468981223541,6.95617827344965,-11.8325061043621,0.0747002617866043
"363",9.75203008458847,9.21973335292374,-14.7392963625629,0.0747002617866043
"364",9.57233033168096,7.27390235237802,-12.1568527506338,0.0747002617866043
"365",9.61226218066846,9.12127998964812,-12.9413235336766,0.0747002617866043
"366",9.48141977012392,7.71205270790949,-11.6828154722405,0.0747002617866043
"367",9.37151875876854,6.61422195461542,-10.8372115500079,0.0747002617866043
"368",8.918905175089,5.40606107136214,-9.45433014909264,0.0747002617866043
"369",8.66740340802983,1.87622395224574,-5.31984758129011,0.0747002617866043
